問卷編號,"性別(男:0, 女:1)",出生年,年齡,CIAS_1,CIAS_2,CIAS_3,CIAS_4,CIAS_5,CIAS_6,CIAS_7,CIAS_8,CIAS_9,CIAS_10,CIAS_11,CIAS_12,CIAS_13,CIAS_14,CIAS_15,CIAS_16,CIAS_17,CIAS_18,CIAS_19,CIAS_20,CIAS_21,CIAS_22,CIAS_23,CIAS_24,CIAS_25,CIAS_26
6352,1,89,10,4,1,3,1,1,3,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1
6353,1,88,11,1,2,1,3,2,2,1,1,1,3,2,3,1,1,1,3,1,1,2,1,1,1,1,1,1,1
6354,1,88,11,3,1,2,2,1,1,1,1,3,2,1,2,2,1,1,1,2,2,1,1,4,1,1,1,1,1
6355,1,89,10,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6356,1,89,10,2,2,1,2,2,3,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,2,1,1,1,1
6357,0,89,10,1,,3,3,3,3,3,3,3,2,3,2,2,3,2,3,2,2,2,2,2,3,2,3,2,2
6358,0,89,10,3,3,2,3,1,2,2,1,1,1,1,2,1,1,4,4,1,1,1,1,1,1,1,1,1,1
6359,0,89,10,2,2,2,1,1,1,2,1,2,,3,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1
6360,0,88,11,2,1,3,2,2,3,2,1,2,2,2,2,3,3,2,2,1,1,3,,3,2,1,1,1,1
6361,0,88,11,4,4,3,4,,4,4,1,2,4,3,1,2,1,2,4,1,1,1,2,2,2,2,2,1,1
6362,0,89,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6363,0,88,11,4,3,1,2,2,1,3,1,1,3,2,4,3,1,4,2,1,1,2,2,4,3,3,2,1,1
6364,0,89,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6365,1,88,11,2,1,2,1,1,2,3,1,1,1,2,1,1,1,2,1,1,1,2,1,4,2,1,1,1,1
6366,0,89,10,1,3,4,3,4,3,2,3,3,2,3,2,1,3,2,4,4,4,4,3,2,4,4,4,4,4
6367,0,89,10,3,3,2,4,4,2,1,1,2,3,1,4,,1,3,2,3,3,3,3,2,1,3,3,3,2
6368,1,89,10,3,1,2,3,1,1,4,1,1,2,1,1,4,1,4,2,1,2,1,1,4,2,2,1,1,4
6369,0,89,10,2,,3,1,2,2,1,3,2,1,2,1,2,2,1,2,3,2,3,2,2,3,1,3,2,1
6370,1,89,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6371,1,88,11,3,2,3,2,4,2,2,1,3,1,2,3,3,1,3,1,2,2,1,4,3,4,2,3,2,3
6372,1,89,10,3,3,3,2,3,3,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3,2,1,2,2,2
6373,0,89,10,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
6374,1,89,10,4,2,3,2,2,3,4,3,4,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
6375,0,89,10,1,4,3,4,4,4,3,1,4,4,4,1,4,4,4,4,1,4,4,1,4,4,4,4,4,1
6376,0,88,11,4,4,1,4,4,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,4
6377,1,88,11,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
6378,0,88,11,3,2,2,2,3,4,2,2,1,2,1,1,1,2,2,1,1,3,2,1,1,3,2,4,3,1
6379,1,88,11,4,2,2,1,1,2,2,1,2,2,1,,3,1,4,1,4,4,2,1,4,1,2,1,1,1
6380,0,89,10,3,2,3,3,3,3,2,1,2,1,1,2,1,1,1,2,2,1,2,1,3,2,1,1,1,1
6381,1,89,10,4,1,1,1,1,4,4,1,1,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,4
6382,0,89,10,3,2,3,1,1,4,4,1,3,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2
6383,0,88,11,4,1,4,2,4,4,3,4,4,,3,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4
6384,0,89,10,2,2,3,2,2,3,1,3,4,2,4,1,2,1,3,3,2,2,3,2,1,4,3,4,1,2
6385,1,89,10,4,3,3,2,,4,3,2,3,1,1,2,4,2,3,4,2,3,1,2,4,3,4,3,2,3
6386,0,89,10,2,2,3,4,1,3,4,2,3,1,2,3,1,2,,2,4,1,3,1,3,3,2,3,1,3
6387,0,86,13,2,2,2,3,,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
6388,0,86,13,4,4,2,4,4,4,3,1,2,3,3,1,1,2,2,1,1,1,2,3,3,2,1,1,1,2
6389,0,86,13,4,1,4,2,4,4,4,1,4,2,2,2,2,4,4,2,2,2,4,2,4,4,4,2,4,2
6390,0,87,12,3,2,1,4,3,4,3,2,2,3,4,1,2,4,3,4,2,4,3,4,1,3,1,2,1,2
6391,0,87,12,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,2,2,2,3
6392,0,87,12,1,2,2,2,3,4,4,4,2,2,4,1,4,3,3,2,1,1,2,1,1,1,1,2,3,1
6393,0,87,12,3,1,1,4,4,4,3,1,1,1,1,1,3,1,1,1,1,4,4,4,2,1,1,1,1,1
6394,0,86,13,1,2,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6395,0,87,12,1,1,1,1,1,3,1,1,2,4,4,2,2,2,1,4,2,2,4,4,1,1,2,2,2,1
6396,0,87,12,3,2,3,2,3,3,3,2,2,2,2,2,3,2,3,2,2,,,,2,2,3,2,2,2
6397,1,86,13,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,3,4,1,1,1,1,1
6398,1,89,10,4,3,4,1,1,3,,4,1,2,1,1,4,1,4,4,1,1,1,4,1,1,4,1,1,1
6399,1,89,10,4,2,3,4,2,2,2,1,1,1,1,1,3,3,3,1,3,2,1,3,2,3,1,1,3,1
6400,1,86,13,3,1,3,2,2,2,3,2,3,1,2,2,3,1,3,3,1,2,1,2,2,2,1,3,3,1
6401,1,86,13,2,2,1,2,2,2,1,1,2,2,1,1,3,2,1,3,1,1,2,3,2,1,1,2,1,2
6402,0,87,12,4,2,1,1,3,3,3,1,1,1,2,1,2,1,4,2,1,1,2,2,,2,1,2,1,1
6403,0,86,13,3,1,2,2,2,2,3,2,2,1,1,1,1,1,2,2,1,1,1,2,3,2,1,1,1,1
6404,0,86,13,2,1,2,2,2,3,2,1,1,1,2,2,2,2,2,1,2,1,1,2,3,2,2,2,2,2
6405,0,86,13,2,3,4,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,2,3,3,2,2,2,2,
6406,0,86,13,3,4,2,4,3,2,2,1,2,4,3,1,1,3,1,4,2,2,3,3,1,1,1,2,1,1
6407,1,89,10,3,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6408,1,87,12,3,2,2,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6409,0,87,12,4,2,4,3,3,1,3,1,2,2,2,4,2,3,4,3,3,4,2,2,3,3,2,1,1,1
6410,1,86,13,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6411,1,87,12,4,4,4,4,4,4,4,4,,2,4,2,2,2,4,4,2,2,4,4,2,4,1,4,1,1
6412,1,87,12,2,2,2,2,3,2,3,1,1,1,2,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1
6413,1,87,12,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4
6414,1,87,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6415,1,87,12,2,2,2,3,2,4,2,1,1,2,1,1,1,1,1,3,1,1,3,3,1,2,1,1,1,1
6416,1,87,12,3,3,4,4,4,4,3,2,4,3,3,2,3,2,2,3,3,3,4,2,3,3,2,3,3,2
6417,1,87,12,3,4,4,2,2,4,3,2,4,2,2,2,2,2,1,1,2,3,4,2,2,2,2,1,1,2
6418,1,87,12,2,3,3,1,2,3,2,2,3,3,2,3,2,2,3,3,3,3,2,2,2,3,2,1,2,2
6419,1,89,10,2,3,4,2,3,4,3,2,3,2,2,2,1,2,2,3,2,2,3,3,2,2,2,2,2,2
6420,1,88,11,1,4,2,4,4,4,2,1,1,4,4,2,3,1,3,4,3,2,4,1,2,4,4,1,2,1
6421,1,89,10,3,1,1,4,1,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1
6422,0,88,11,2,2,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1
6423,1,89,10,2,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
6424,0,89,10,1,1,1,1,1,1,4,1,3,3,1,1,1,1,1,2,1,2,1,3,3,1,1,2,1,1
6425,0,88,11,3,1,3,1,1,2,4,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1
6426,1,89,10,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,4
6427,1,88,11,3,1,2,4,1,4,1,1,1,4,2,1,2,1,2,4,1,2,4,3,1,1,1,1,1,1
6428,1,88,11,1,2,1,1,1,4,1,1,2,,1,1,3,1,3,2,1,1,1,1,4,1,1,1,1,2
6429,1,89,10,1,1,2,1,3,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1
6430,0,89,10,1,2,2,1,3,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,2,1,1
6431,1,88,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6432,1,89,10,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6433,1,89,10,4,1,3,1,2,4,3,1,3,1,2,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1
6434,0,87,12,3,4,3,3,2,2,4,2,3,4,2,4,2,3,3,4,2,2,4,4,3,3,1,3,3,3
6435,0,87,12,2,3,4,3,3,3,4,3,4,3,3,2,2,4,3,3,4,3,4,3,3,4,3,4,3,3
6436,0,88,11,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,4,2,4,4,2,4,4,4,4,4
6437,0,88,11,1,4,4,4,2,1,3,1,4,,4,4,4,1,,4,2,1,4,4,1,4,2,4,1,3
6438,0,88,11,1,1,3,1,2,1,4,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2
6439,0,88,11,1,1,1,1,1,2,,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
6440,0,87,12,4,1,1,4,4,3,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,4,1,1
6441,1,88,11,3,4,2,3,3,4,2,1,1,2,2,1,1,1,3,1,1,2,1,1,2,3,2,3,1,1
6442,1,88,11,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6443,1,88,11,3,3,2,1,3,2,2,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1
6444,1,88,11,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
6445,1,88,11,3,,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,3,2,3,2,1
6446,1,87,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6447,0,87,12,4,1,2,1,1,1,1,1,1,1,2,1,4,3,1,2,4,1,1,1,3,1,1,1,1,2
6448,0,88,11,2,1,3,3,2,3,1,1,2,2,2,1,4,2,4,1,1,,,,,,1,1,2,4
6449,0,88,11,3,4,3,2,4,2,1,2,3,3,1,1,3,1,4,1,4,1,1,1,4,2,1,2,1,1
6450,0,88,11,2,1,2,1,3,3,2,1,1,1,1,1,2,1,2,1,1,1,1,2,4,3,1,1,2,2
6451,1,87,12,3,4,3,4,4,4,4,1,1,4,4,2,1,1,1,4,1,3,4,3,2,4,1,4,4,4
6452,1,88,11,1,1,3,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
6453,1,88,11,2,4,1,2,4,1,1,1,3,4,4,1,1,1,1,4,1,1,1,3,1,4,1,3,1,1
6454,1,88,11,3,1,2,3,1,3,1,4,1,1,1,1,1,1,1,1,1,1,4,3,2,2,1,3,1,1
6455,1,88,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6456,0,87,12,1,4,4,4,4,4,4,4,1,4,2,1,1,4,1,4,1,1,1,1,1,1,4,4,1,1
6457,0,88,11,1,4,4,4,4,4,4,4,1,4,1,2,2,4,2,4,2,2,4,4,2,2,4,4,2,2
6458,1,88,11,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,4,4,2,2,2,1
6459,0,87,12,4,4,4,1,2,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1
6460,1,88,11,4,3,4,3,3,3,3,1,3,3,2,3,2,3,2,3,2,3,2,2,3,3,2,2,1,1
6462,0,88,11,2,2,1,1,2,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1
6463,1,88,11,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
6464,0,87,12,3,3,2,4,4,4,3,2,2,3,2,2,2,2,2,3,2,2,2,1,3,2,2,1,2,1
6465,1,88,11,3,2,3,2,2,3,2,2,2,2,2,2,2,2,3,1,1,1,1,1,3,1,1,1,1,1
6466,1,88,11,3,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1
6467,1,88,11,1,2,1,1,1,1,3,1,1,1,3,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1
6468,1,88,11,4,4,3,4,3,3,4,3,3,3,4,3,3,2,4,3,3,3,3,2,3,3,2,2,3,2
6469,0,87,12,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2
6470,1,88,11,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,1
6471,0,88,11,3,4,4,4,4,4,4,4,1,1,4,3,1,,,,,,,,1,4,1,2,2,1
6472,0,88,11,2,1,3,2,4,3,1,1,3,1,3,1,1,1,1,1,2,1,2,1,1,3,1,2,2,1
6473,0,87,12,1,2,4,1,4,4,4,1,2,1,4,1,1,4,2,1,4,4,1,1,4,4,1,1,1,1
6474,0,87,12,1,3,3,3,3,3,3,2,2,3,2,2,2,3,2,3,2,2,3,3,3,3,3,3,2,3
6475,0,88,11,3,2,3,3,2,3,3,1,3,3,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1
6476,0,87,12,3,1,3,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
6477,1,88,11,2,1,2,2,1,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1
6478,1,87,12,4,4,4,4,4,4,3,1,4,3,4,2,1,4,1,4,2,3,3,2,3,3,2,4,1,3
6479,1,88,11,3,2,1,4,2,3,2,1,2,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1
6480,0,88,11,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
6481,0,87,12,2,2,2,2,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2
6482,0,88,11,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,,,1,2,1,1,1,1
6483,1,87,12,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6484,0,87,12,3,4,2,4,,4,1,1,2,4,4,2,2,4,2,4,2,2,4,4,3,4,2,2,2,2
6485,1,87,12,4,1,3,4,2,4,3,1,3,1,1,1,1,3,2,3,2,4,4,2,2,1,1,3,1,1
6486,0,88,11,4,1,1,4,4,4,1,4,4,4,4,1,1,4,1,4,4,4,4,4,1,4,4,4,4,4
6487,1,88,11,3,2,2,2,2,3,3,1,3,1,2,1,3,1,2,2,2,2,2,1,1,2,1,3,1,1
6488,1,88,11,4,4,4,1,1,4,3,1,3,2,1,3,4,1,1,1,3,4,1,1,4,4,1,4,3,1
6489,0,87,12,3,2,4,2,1,2,3,1,2,3,2,3,3,2,2,3,,2,,3,4,2,3,3,2,1
6490,1,87,12,3,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6491,0,88,11,2,4,3,4,3,3,2,1,3,3,2,1,3,1,1,3,2,3,2,3,2,3,1,3,2,1
6492,0,88,11,3,2,2,2,2,4,3,1,1,1,2,2,2,2,2,3,2,3,3,2,3,3,2,2,2,3
6493,0,88,11,4,4,2,4,4,4,4,1,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,1
6494,0,88,11,4,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,4,2,3,3,3,2,2,2
6495,0,88,11,1,1,2,1,2,4,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1
6496,0,88,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6497,1,88,11,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1
6498,0,88,11,4,1,3,2,2,3,1,1,2,1,2,1,1,1,3,1,1,1,2,1,2,2,1,1,1,1
6499,1,88,11,4,3,3,4,3,1,1,1,,2,3,3,2,1,1,4,,3,1,1,4,3,1,1,1,2
6500,1,88,11,3,2,1,3,3,2,2,1,2,2,2,3,2,1,4,2,4,4,1,1,3,2,1,1,1,3
6501,1,87,12,3,2,1,1,2,3,2,1,1,1,1,1,1,1,2,1,2,2,2,1,3,2,1,1,1,2
6502,1,88,11,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6503,1,88,11,1,1,4,1,1,1,4,4,1,1,1,1,1,1,4,1,4,4,1,1,4,1,4,1,1,4
6504,0,88,11,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2
6505,0,88,11,3,4,3,4,3,4,3,4,2,3,4,3,2,2,3,4,2,3,4,3,2,4,3,4,2,2
6506,1,88,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6507,0,88,11,2,2,2,3,1,2,2,1,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,1,1,1
6508,0,88,11,3,1,2,2,1,3,2,1,1,2,3,2,2,2,3,2,2,2,3,1,4,3,2,1,2,3
6509,0,87,12,3,2,3,3,2,1,2,1,3,1,2,2,1,2,2,1,,2,1,1,2,2,1,1,1,2
6510,0,88,11,3,2,3,2,1,3,2,1,3,3,3,3,4,1,3,2,4,,2,1,3,1,2,1,2,1
6511,1,88,11,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1
6512,1,87,12,3,3,1,3,,1,3,1,1,3,1,1,1,1,3,,3,3,1,1,1,1,1,1,1,1
6513,0,88,11,4,3,4,3,1,1,4,1,1,2,3,4,2,2,,1,4,4,3,1,2,3,1,1,1,1
6514,0,87,12,4,1,3,1,1,3,3,1,1,1,3,3,3,2,4,1,3,3,3,1,3,3,3,3,3,3
6515,1,87,12,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
6516,1,88,11,2,2,2,2,2,1,2,1,2,2,1,3,3,4,4,1,3,1,3,,2,3,1,2,3,2
6517,0,88,11,1,2,4,1,3,3,2,1,4,3,1,1,1,1,4,3,1,4,1,4,4,1,2,3,1,3
6518,0,87,12,4,4,4,4,4,4,4,1,3,4,3,2,1,1,1,3,2,1,4,4,4,4,1,2,2,2
6519,0,88,11,3,1,1,1,1,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2
6520,0,88,11,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2
6521,0,88,11,2,3,1,1,4,1,1,1,1,3,1,1,1,4,1,1,4,4,2,1,1,1,1,1,1,1
6522,0,88,11,4,3,2,2,3,3,1,1,2,3,2,1,3,2,1,3,2,1,3,3,2,3,2,2,3,1
6523,0,88,11,4,2,2,3,1,4,2,1,1,1,1,3,1,1,3,1,1,1,1,4,3,1,1,1,1,1
6524,0,88,11,3,4,4,2,3,3,3,1,2,1,2,4,1,1,4,1, ,4,1,2,4,4,4,4,4,2
6525,0,86,13,4,4,1,4,4,1,4,4,1,4,4,1,1,4,1,4,1,1,4,4,1,1,4,2,1,1
6526,1,87,12,3,3,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2
6528,1,87,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6529,0,86,13,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6530,0,87,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6531,0,86,13,4,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,4,4,3,1,4,4,4,1,1,1
6532,1,87,12,3,3,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,3,2,3,3
6533,1,87,12,3,4,4,4,4,4,3,1,,4,4,4,1,3,2,4,2,1,3,3,4, ,2,1,12,1
6534,0,87,12,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1
6535,0,86,13,3,3,4,1,3,2,3,3,4,3,3,2,1,1,2,1,2,2,4,2,3,2,2,4,4,1
6536,1,86,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
6538,0,86,13,4,3,4,2,3,4,3,1,2,2,3,1,2,1,3,3,2,3,2,1,3,3,1,4,2,3
6539,0,87,12,4,2,2,3,1,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2
6540,1,86,13,4,4,1,4,4,4,1,1,1,4,4,4,1,4,3,4,4,4,4,3,2,4,1,4,4,4
6541,1,87,12,2,2,1,3,2,1,1,1,1,2,2,1,1,1,3,2,1,1,1,1,3,1,1,1,1,1
6542,1,86,13,2,1,2,2,1,3,2,1,1,1,1,1,1,1,3,1,3,2,2,1,2,1,1,1,1,1
6543,1,86,13,3,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6544,0,87,12,2,2,1,3,4,2,3,2,3,4,3,3,1,2,1,3,3,1,2,4,1,3,2,3,1,3
6545,1,87,12,3,2,4,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1
6546,1,87,12,4,4,3,2,2,3,2,2,2,2,2,3,3,2,3,2,3,3,3,2,3,2,2,2,2,2
6547,1,87,12,3,4,2,2,4,3,1,3,3,2,3,2,2,1,2,3,1,2,1,4,4,1,1,3,3,3
6548,0,87,12,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6549,1,86,13,2,2,3,,1,4,2,1,1,1,1,1,1,1,3,1,3,1,1,3,3,3,3,2,1,1
6550,0,87,12,3,2,4,3,1,2,2,2,2,1,1,2,4,2,1,1,1,2,1,1,3,2,1,2,1,1
6551,0,86,13,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6552,0,86,13,3,1,2,1,1,3,1,1,2,1,1,2,1,1,3,2,2,3,2,1,,3,1,1,3,1
6553,0,87,12,1,3,1,1,4,4,1,1,,1,1,2,4,1,3,3,1,3,4,1,3,4,2,3,,1
6554,1,88,11,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1
6555,0,88,11,3,2,2,3,2,2,3,2,,3,1,3,2,1,4,3,1,1,1,2,3,2,2,2,2,2
6556,0,89,10,3,4,3,3,2,4,2,3,4,3,3,1,1,1,2,1,2,2,1,4,4,2,2,3,1,1
6557,1,89,10,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6558,1,89,10,4,1,1,1,1,4,4,1,1,1,1,1,1,,4,1,1,4,1,1,1,1,1,1,1,1
6559,0,89,10,3,1,1,1,1,4,2,1,1,1,1,1,1,1,4,2,1,1,1,2,4,4,4,1,,1
6560,1,89,10,2,1,3,3,1,2,2,2,3,2,1,3,1,1,3,2,3,2,1,1,4,2,1,2,2,1
6561,0,88,11,2,2,4,1,3,3,2,1,3,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1
6562,0,89,10,3,4,2,1,2,4,3,1,2,2,3,2,1,3,2,4,2,1,3,4,3,3,1,3,1,1
6563,0,88,11,3,2,3,2,2,3,3,2,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2
6564,1,89,10,3,2,3,3,2,2,3,1,3,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,3
6565,1,89,10,4,4,4,1,3,4,4,2,3,2,4,2,2,4,4,,,,4,1,4,4,3,3,1,2
6566,1,88,11,3,4,2,3,3,4,3,1,2,4,2,2,4,1,2,4,2,2,4,1,1,4,2,3,2,1
6567,0,88,11,2,3,4,3,3,3,3,1,3,3,3,3,3,2,3,3,2,1,3,2,2,3,2,2,2,2
6568,0,89,10,3,3,3,3,3,3,3,1,2,2,3,3,2,1,3,2,3,3,3,2,3,3,1,3,3,1
6569,1,89,10,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6570,0,88,11,3,3,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,3,2,2,2,2
6571,0,89,10,2,2,2,2,1,,3,2,3,4,2,3,3,2,2,2,4,4,3,2,4,3,2,1,3,4
6572,1,89,10,2,3,2,3,1,3,2,3,3,3,3,3,3,3,3,2,2,2,2,1,3,3,3,3,3,4
6573,0,89,10,4,3,2,1,2,3,3,1,2,3,1,2,2,,4,4,1,1,2,1,1,2,3,2,1,1
6574,0,88,11,2,3,4,4,1,4,3,3,1,2,3,4,2,4,1,3,4,2,4,3,4,3,4,2,1,1
6575,1,89,10,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2
6576,0,88,11,3,4,1,3,2,1,1,1,1,1,2,2,1,2,3,4,1,1,1,4,1,1,1,1,1,1
6577,0,89,10,4,3,4,1,1,4,4,1,4,3,4,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1
6578,1,88,11,3,1,1,4,3,2,1,4,4,4,4,4,3,2,3,4,4,3,4,1,3,4,4,4,1,1
6579,1,89,10,3,2,2,2,2,2,2,1,3,2,2,2,1,1,4,2,3,3,1,1,3,2,1,2,1,1
6580,0,88,11,4,2,4,4,4,4,4,4,4,1,4,1,1,4,4,1,2,2,4,1,2,4,3,1,1,3
6581,0,89,10,3,4,3,2,3,4,3,2,3,2,2,3,2,2,3,3,2,3,4,2,2,3,2,2,2,2
