問卷編號,"性別(男:0, 女:1)",出生年,年齡,"CIAS_1(CIAS編碼 1: 非常不同意, 2: 不同意, 3: 同意, 4: 非常同意)",CIAS_2,CIAS_3,CIAS_4,CIAS_5,CIAS_6,CIAS_7,CIAS_8,CIAS_9,CIAS_10,CIAS_11,CIAS_12,CIAS_13,CIAS_14,CIAS_15,CIAS_16,CIAS_17,CIAS_18,CIAS_19,CIAS_20,CIAS_21,CIAS_22,CIAS_23,CIAS_24,CIAS_25,CIAS_26
7468,1,84,15,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
7469,1,83,16,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2
7470,0,84,15,3,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1
7471,1,84,15,3,3,3,1,3,3,2,3,2,1,1,1,1,1,3,3,3,2,1,1,3,2,1,1,3,3
7472,1,84,15,3,2,1,3,1,2,1,1,1,2,2,1,3,1,2,2,1,1,1,1,2,1,1,1,3,1
7473,0,84,15,1,1,2,1,2,3,3,3,2,2,1,2,3,2,3,2,3,3,3,2,2,2,2,2,3,2
7474,0,84,15,4,3,3,3,3,3,2,1,3,2,2,2,2,2,3,2,2,2,3,1,3,2,1,2,1,3
7475,0,84,15,3,2,2,1,3,4,1,1,1,1,3,1,1,1,4,1,3,2,2,2,1,4,1,1,1,1
7476,0,84,15,3,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,3,3,1,1,1,1
7477,0,84,15,2,3,1,4,2,1,1,1,2,1,2,2,2,2,1,1,1,1,4,2,2,2,2,2,3,2
7478,1,83,16,1,2,2,3,2,4,2,1,1,1,3,1,1,1,1,1,1,3,3,4,1,1,1,1,1,1
7479,1,84,15,1,1,1,4,2,3,1,1,1,2,1,1,3,1,1,3,1,1,1,1,1,1,1,2,1,1
7480,1,84,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7481,1,83,16,3,2,2,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2
7482,0,83,16,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7483,0,84,15,4,4,2,2,4,2,3,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,2
7484,0,84,15,4,1,1,1,4,4,1,4,4,4,1,4,1,1,4,1,4,4,4,1,1,1,4,4,4,4
7485,0,84,15,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7486,1,84,15,2,1,2,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,1,1,1,1,1
7487,1,84,15,2,3,2,2,3,3,1,1,2,2,2,1,2,2,3,3,2,2,2,2,3,2,2,2,2,2
7488,1,84,15,3,3,2,3,2,3,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,2,3,2
7489,1,84,15,3,3,3,3,2,3,2,1,1,1,1,2,1,,3,1,1,1,1,1,1,1,1,1,1,1
7490,0,83,16,3,4,3,4,2,3,3,2,3,3,2,3,2,1,1,3,3,2,3,2,3,2,1,1,1,1
7491,0,84,15,2,3,3,3,4,3,1,1,1,1,1,1,1,2,3,3,2,2,3,3,3,3,3,2,1,1
7492,0,84,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7493,1,84,15,3,3,2,3,2,2,2,1,1,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1
7494,0,84,15,2,3,2,4,3,4,4,1,1,3,3,2,1,3,4,3,2,3,4,3,2,3,2,1,1,1
7495,1,83,16,4,1,3,2,1,4,1,1,1,1,1,1,4,1,4,1,1,4,1,1,3,2,1,1,3,1
7496,0,83,16,4,3,4,3,2,4,3,4,4,3,3,4,4,4,3,2,3,4,4,3,3,4,4,4,4,4
7497,0,84,15,3,3,2,3,3,3,3,2,3,3,3,2,3,3,2,2,2,2,3,3,3,3,2,2,2,3
7498,0,84,15,3,2,3,2,3,2,2,3,2,2,3,3,2,3,3,2,3,2,3,3,3,2,3,3,2,3
7499,1,84,15,3,3,3,2,2,4,2,3,2,3,3,2,3,2,3,3,3,2,3,2,3,3,2,2,3,3
7500,0,84,15,4,4,4,4,4,4,2,4,2,2,2,1,2,3,2,4,4,4,3,4,2,3,4,3,2,4
7501,1,83,16,3,3,3,3,3,3,2,3,2,2,2,2,3,2,2,2,3,2,3,2,2,2,3,3,2,3
7502,1,84,15,3,3,3,3,3,3,2,1,1,2,2,1,2,1,3,3,2,3,2,2,2,2,2,3,1,2
7503,1,84,15,2,3,1,4,3,3,3,4,2,1,2,1,3,2,3,3,4,2,1,2,3,2,3,2,3,4
7504,1,84,15,3,3,3,2,4,4,1,1,2,2,3,1,1,1,3,4,3,1,3,4,1,3,1,1,1,1
7505,0,83,16,3,2,2,2,3,2,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
7506,1,84,15,3,2,3,3,2,3,2,2,1,1,3,1,2,1,1,2,2,1,3,1,3,1,1,1,1,1
7507,0,84,15,1,1,2,1,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
7508,1,84,15,4,1,1,1,1,1,3,1,1,1,1,4,3,1,4,1,1,4,1,1,4,1,1,1,1,1
7509,0,83,16,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
7510,1,84,15,1,1,2,1,3,4,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1
7511,1,84,15,2,2,2,3,4,4,1,1,1,1,2,2,2,1,2,3,2,2,3,2,2,3,2,2,2,2
7512,1,84,15,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
7513,1,84,15,1,2,2,3,2,1,1,1,1,1,1,1,3,1,2,2,1,2,1,1,2,1,1,1,1,2
7514,1,84,15,4,2,3,2,3,1,2,2,1,1,1,1,3,2,2,3,2,3,4,3,1,2,1,1,1,3
7515,0,84,15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7516,1,84,15,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1
7517,1,84,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7518,0,84,15,3,2,2,4,2,3,1,1,1,1,1,1,1,1,1,3,2,3,3,2,1,1,1,1,1,1
7519,1,84,15,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2
7520,0,84,15,4,3,1,3,3,2,3,1,1,2,2,1,3,1,1,1,1,3,1,3,2,3,1,1,1,1
7521,1,83,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7522,1,84,15,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,3,2,2,3,3,2,3,2,2,2,3
7523,1,84,15,2,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2
7525,1,84,15,3,2,1,2,3,2,1,1,1,1,1,1,2,1,3,2,1,3,2,1,4,1,1,1,1,1
7527,0,83,16,3,4,3,3,4,4,1,2,2,3,3,1,4,4,3,4,1,2,2,3,2,2,3,4,3,2
7528,1,84,15,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7529,1,83,16,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
7530,1,83,16,2,1,1,3,2,2,2,1,2,1,1,1,3,1,2,1,2,3,1,1,2,1,1,1,2,1
7531,1,83,16,2,2,2,2,2,3,2,2,3,2,3,2,4,2,3,3,2,3,2,3,3,3,2,2,2,3
7532,0,84,15,3,2,2,1,2,3,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1
7533,0,84,15,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7534,0,83,16,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
7535,1,84,15,4,3,2,2,2,2,1,1,1,1,2,1,3,3,3,3,2,2,3,3,2,3,1,1,3,1
7536,0,83,16,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,2,2,4,4,2,4,4,4,4,4
7537,0,82,17,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,2
7538,1,84,15,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
7539,1,84,15,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,2,3,2,3,2,2,2,2,3,3
7540,0,84,15,4,2,3,1,3,4,4,3,4,1,2,3,2,4,1,2,3,1,4,2,3,1,4,2,3,4
7541,0,84,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7542,0,84,15,2,1,2,1,1,2,1,2,2,1,1,2,1,2,3,1,1,2,1,1,2,1,2,1,1,1
7543,0,84,15,4,2,3,3,2,4,2,2,3,2,3,2,3,2,3,2,3,3,2,3,3,3,2,4,1,1
7544,1,84,15,3,2,3,3,2,2,2,4,2,2,1,2,2,3,3,3,3,2,2,3,3,1,3,2,4,3
7545,0,84,15,2,3,3,3,3,3,1,4,4,4,1,2,2,3,2,3,3,3,3,3,1,3,3,3,3,1
7546,0,84,15,2,2,2,2,3,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1
7547,0,82,17,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7548,1,84,15,2,2,2,2,2,3,2,1,1,1,2,1,1,3,1,2,2,2,2,1,1,1,1,2,3,2
7549,1,84,15,1,3,2,4,3,4,1,1,2,1,2,1,1,3,1,3,1,1,2,3,1,1,1,1,1,1
7550,0,83,16,3,3,3,3,3,3,2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,2
7551,0,83,16,4,3,4,2,1,4,4,2,4,2,4,3,4,1,4,3,4,3,4,3,4,3,3,2,3,3
7558,0,84,15,4,4,4,4,2,2,4,1,1,2,4,1,2,4,2,4,3,3,1,2,2,1,1,2,2,1
7559,0,82,17,3,2,2,3,2,2,2,1,2,2,2,3,2,2,2,3,3,2,2,2,3,2,2,2,2,2
7560,1,84,15,3,4,4,2,2,4,1,1,1,1,1,1,1,3,1,4,3,1,2,1,1,1,2,1,3,1
7561,0,83,16,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2
7562,1,84,15,4,2,2,2,1,2,3,2,1,1,2,2,3,1,3,1,1,3,1,1,3,3,2,1,3,2
7563,1,84,15,2,2,3,2,2,3,1,1,3,2,2,1,2,2,2,1,1,1,3,1,3,2,1,2,2,2
7564,1,84,15,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
7566,1,84,15,4,4,4,3,4,3,1,1,2,2,2,1,1,4,1,3,3,3,4,4,3,4,2,1,1,1
7567,1,84,15,4,3,3,3,2,4,3,2,3,2,2,2,3,3,3,3,2,3,3,3,2,3,2,3,2,2
7568,0,84,15,4,4,4,3,3,3,4,1,2,2,3,1,3,3,2,3,3,3,1,3,3,3,1,1,2,1
7569,0,83,16,2,2,3,2,2,3,2,1,1,2,2,2,1,1,2,3,2,2,2,1,3,3,2,2,2,2
7570,0,83,16,3,1,2,1,2,3,2,2,1,1,1,2,1,1,2,1,1,1,1,1,3,2,1,1,2,2
7571,1,83,16,3,3,2,3,2,3,2,2,2,2,3,2,3,3,3,2,2,2,3,3,3,3,2,2,4,3
7572,1,84,15,3,2,3,2,3,4,3,1,2,2,2,2,2,3,2,1,3,1,1,1,3,1,1,1,2,2
7573,0,84,15,2,3,3,4,2,3,4,2,4,4,4,4,4,4,2,4,2,2,1,1,3,2,2,1,1,1
7574,0,84,15,2,3,3,4,2,1,2,1,1,1,2,3,2,2,2,3,3,2,3,2,3,2,3,2,4,1
7575,1,83,16,3,1,3,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1
7576,1,84,15,3,3,3,3,2,3,2,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1
7577,1,83,16,3,2,3,3,1,3,2,1,3,1,1,4,1,1,2,1,3,3,1,2,4,3,1,3,1,1
7578,1,84,15,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2
7579,1,83,16,3,3,3,2,3,4,3,1,2,2,2,1,2,2,2,2,2,3,3,2,2,4,2,2,1,2
7580,0,84,15,3,1,1,1,1,3,4,3,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1
7581,1,84,15,4,1,2,2,2,1,1,1,1,1,1,2,1,4,1,1,1,1,1,2,3,1,1,1,2,1
7582,1,84,15,3,3,2,4,3,3,1,2,2,3,2,2,2,2,3,3,2,2,3,3,2,3,2,3,2,2
7584,1,84,15,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2
7585,1,84,15,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7586,1,84,15,2,1,3,2,2,2,2,1,2,1,2,1,2,2,3,1,1,2,2,3,1,3,2,2,2,2
7587,1,84,15,3,4,3,2,3,2,3,3,3,3,2,3,2,3,2,2,3,3,3,2,2,3,2,2,2,3
7588,1,84,15,3,2,2,3,2,4,3,1,2,1,3,1,4,4,3,3,3,4,4,2,2,3,1,2,3,2
7589,0,83,16,3,3,2,3,3,3,2,3,3,2,2,2,3,2,,2,2,2,2,2,3,2,2,2,2,3
7590,0,84,15,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,2,3,2
7591,0,83,16,2,2,3,2,1,2,1,1,3,2,1,1,1,1,1,3,2,1,2,2,2,2,1,1,1,1
7592,0,84,15,3,2,2,3,2,3,2,3,1,2,2,2,2,2,4,2,1,1,1,2,4,4,3,2,3,2
7593,0,83,16,1,4,4,1,1,1,1,4,1,2,2,4,1,,2,3,3,1,1,1,1,1,1,2,3,1
7594,1,84,15,3,2,2,3,3,3,3,2,2,3,3,2,3,2,2,3,2,3,3,3,2,2,3,2,2,2
7595,0,84,15,3,3,2,2,3,3,3,3,2,2,3,3,2,3,3,4,3,2,3,2,2,3,2,3,3,1
7597,0,83,16,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,2,2,2,2,2,2
7598,1,84,15,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3
7599,0,83,16,4,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
7600,0,84,15,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3
7601,0,84,15,4,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,3
7602,0,83,16,3,3,2,2,3,3,2,2,2,2,2,2,3,2,2,3,2,3,2,2,3,3,2,2,2,3
7603,1,83,16,3,3,4,4,1,1,1,2,3,2,2,2,2,4,3,2,2,2,3,2,2,2,3,1,2,2
7604,0,84,15,3,2,2,3,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,4,2
7605,0,83,16,4,4,2,4,4,4,4,4,2,4,4,1,3,4,1,4,1,1,4,4,1,4,4,4,1,1
7606,0,84,15,3,4,4,3,3,3,3,3,2,2,1,2,3,2,3,2,3,3,2,2,3,3,2,2,2,2
7607,0,84,15,4,1,3,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
7608,0,83,16,3,3,3,4,4,4,3,1,1,3,3,3,1,1,3,4,1,4,4,4,3,1,1,1,1,1
7609,0,84,15,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,1,1,3,1,1,1,1,1
7610,1,84,15,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2
7611,0,84,15,3,4,2,4,4,4,2,4,1,1,1,3,3,3,3,4,3,4,4,4,2,2,4,1,3,4
7612,1,84,15,3,3,2,3,2,4,3,2,3,2,3,1,2,2,3,2,2,2,3,4,2,3,2,3,2,2
7613,0,86,13,4,3,4,4,4,4,3,3,4,3,4,4,3,3,3,4,4,4,4,3,3,4,3,4,4,3
7614,1,86,13,4,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1
7615,1,86,13,2,1,2,3,1,2,2,1,2,2,2,1,3,1,3,1,2,3,2,2,3,2,1,1,1,1
7616,0,86,13,4,3,2,1,3,3,3,1,2,2,2,3,1,4,2,4,4,4,2,2,3,4,2,2,1,1
7617,0,86,13,3,3,3,2,,3,1,1,1,2,2,4,1,1,3,3,2,3,3,2,4,1,1,2,1,1
7618,1,85,14,4,2,2,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,2,2,2,2,3
7619,1,86,13,1,2,2,1,2,3,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,4,1,1,3,1
7620,0,86,13,3,4,4,3,3,1,2,4,4,3,2,4,4,4,4,4,4,1,1,2,4,3,3,3,2,4
7621,0,86,13,1,1,1,4,1,4,4,1,1,1,1,4,4,1,1,4,1,1,1,1,4,1,1,1,4,4
7622,1,86,13,3,4,4,2,3,3,4,1,2,3,1,2,3,2,3,3,3,2,2,3,3,3,2,3,1,2
7623,1,86,13,3,3,3,2,1,3,3,1,3,1,1,3,3,1,2,1,3,2,3,3,4,2,3,3,4,1
7624,1,86,13,3,2,3,3,3,4,3,2,4,3,3,2,2,3,4,2,3,3,3,2,4,4,3,2,3,4
7625,0,86,13,3,2,3,1,2,3,1,1,2,1,2,4,3,2,4,1,4,4,3,1,4,3,1,1,1,4
7626,1,86,13,4,2,2,2,1,2,2,1,1,2,2,3,1,1,4,2,3,2,3,2,4,3,1,1,2,1
7627,1,86,13,3,1,3,1,2,3,1,1,2,2,1,3,2,2,3,3,3,4,3,2,3,2,2,2,3,3
7628,0,85,14,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,3,3,2,2,3,2,2,2,2,2
7629,1,86,13,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
7630,1,86,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
7631,0,85,14,2,1,3,3,4,3,3,2,1,3,2,4,1,1,3,1,4,4,3,3,2,3,1,2,1,4
7632,0,86,13,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1
7633,1,86,13,1,1,4,4,4,4,2,1,1,1,1,4,2,1,4,1,3,4,4,1,4,3,1,1,1,1
7634,0,85,14,3,4,3,4,4,4,4,3,3,4,3,4,4,3,4,1,4,3,4,4,4,3,1,2,1,4
7635,0,85,14,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
7636,1,86,13,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2
7637,0,86,13,3,1,2,1,2,3,2,1,1,1,3,3,2,1,1,2,3,3,2,2,3,3,2,1,3,1
7638,0,86,13,3,4,4,4,4,3,3,1,2,4,4,4,3,2,4,4,4,4,4,2,4,4,1,2,2,2
7639,1,86,13,1,2,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7640,0,86,13,3,2,3,2,2,2,2,1,1,1,1,3,4,1,2,1,3,3,2,2,3,2,2,2,2,1
7641,0,80,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1
7642,1,86,13,3,2,2,2,1,2,2,1,2,2,2,2,2,2,3,2,3,3,2,1,3,2,1,2,2,2
7643,0,86,13,4,2,4,1,2,4,3,2,3,2,2,3,2,2,3,2,2,2,2,2,2,4,2,3,2,2
7644,1,85,14,2,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1
7645,1,84,15,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
7646,1,85,14,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,1,1,3,1
7647,0,85,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
7648,0,84,15,4,2,2,2,4,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
7649,1,85,14,3,3,3,3,3,3,3,1,3,3,3,1,2,2,2,3,1,2,3,2,2,2,2,2,1,1
7650,1,85,14,3,2,2,2,3,3,1,1,1,1,2,1,2,2,3,3,1,2,1,1,1,2,1,1,1,1
7651,0,85,14,1,3,2,2,4,4,1,2,2,2,2,2,2,4,2,3,1,2,2,4,2,2,3,2,2,2
7652,1,85,14,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1
7653,1,85,14,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,3,2,1,3,2,2,2,1,1
7654,0,85,14,3,3,3,2,4,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,2,2
7655,0,85,14,3,2,2,3,3,3,2,2,2,1,2,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2
7656,1,85,14,1,3,1,3,3,2,4,1,4,2,2,2,1,1,1,4,2,3,4,4,2,4,2,4,2,2
7657,0,85,14,3,3,3,3,3,3,3,2,3,4,1,2,3,3,3,3,2,3,3,3,3,3,4,3,2,3
7658,0,85,14,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1
7659,1,85,14,2,3,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1
7660,1,85,14,4,2,4,3,2,4,2,2,3,1,2,1,2,1,2,3,3,2,1,1,1,2,1,1,1,1
7661,0,85,14,3,2,3,2,1,4,2,1,2,1,1,2,1,2,2,2,2,2,3,2,2,2,1,2,2,2
7662,0,85,14,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7663,1,85,14,3,2,2,1,1,3,2,1,1,1,1,2,1,1,3,1,1,3,1,1,4,2,1,1,1,1
7664,0,85,14,2,3,3,1,2,3,3,1,2,3,2,2,3,2,4,2,3,3,2,3,3,3,2,2,2,2
7665,1,85,14,4,1,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1
7666,0,85,14,3,3,3,3,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,3,2,3,1,3,2,1
7667,1,85,14,2,2,3,2,2,3,2,1,3,2,2,1,3,1,2,1,2,2,3,2,2,2,1,3,3,2
7668,0,85,14,3,3,2,3,3,2,1,1,2,2,3,2,1,3,3,3,2,3,3,2,2,3,2,2,1,2
7669,1,84,15,3,3,4,2,3,4,2,2,2,3,2,2,3,2,3,3,2,3,2,3,2,3,2,2,3,2
7670,0,84,15,1,4,3,3,4,4,1,1,2,3,3,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1
7671,1,84,15,3,2,2,4,4,2,1,1,3,2,2,1,1,1,1,3,1,1,2,1,1,3,1,3,2,1
7672,0,85,14,3,1,2,3,2,3,4,1,1,1,1,1,3,1,1,1,1,1,2,2,2,1,1,1,1,2
7673,0,84,15,1,1,1,1,3,2,2,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,1,2,1
7674,0,85,14,4,1,3,2,4,1,4,1,1,1,1,1,1,1,2,3,1,1,1,1,4,1,1,1,1,1
7675,1,84,15,3,1,1,2,2,3,1,1,1,1,1,2,3,1,1,1,2,2,2,1,3,1,1,1,3,1
7676,0,84,15,4,3,3,3,2,4,2,1,1,3,3,3,1,1,2,3,2,3,2,3,1,3,1,2,4,2
7677,0,84,15,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7678,0,84,15,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
7679,1,85,14,3,2,3,2,3,2,3,2,2,2,2,2,2,2,1,2,2,3,3,3,2,2,2,2,3,2
7680,1,85,14,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
7681,0,85,14,4,4,1,4,3,4,2,2,3,3,2,2,3,2,3,4,4,4,3,3,3,4,3,3,4,3
7682,0,84,15,3,1,2,3,4,2,1,1,1,1,2,1,2,2,2,2,3,2,2,2,1,2,1,2,2,1
7683,0,85,14,4,3,4,3,4,4,3,3,3,2,2,3,2,4,3,3,3,3,3,3,1,4,3,3,4,4
7684,0,85,14,3,,2,3,1,1,2,1,2,2,1,3,3,2,3,3,3,3,3,2,3,1,2,2,1,1
7685,0,85,14,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4
7686,0,85,14,3,4,3,2,2,3,3,2,2,2,2,2,2,2,3,2,3,3,2,2,4,3,2,2,2,2
7687,0,85,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3
7688,0,85,14,3,2,1,2,3,2,2,1,1,2,1,2,1,1,1,3,1,2,3,2,2,1,1,1,3,1
7689,0,84,15,2,2,3,2,2,3,3,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3
7690,0,85,14,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
7691,0,85,14,3,3,3,2,2,2,2,1,2,2,2,1,1,1,2,3,4,3,1,2,3,2,1,1,1,4
7692,1,85,14,3,3,2,2,2,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,3,2
7693,1,85,14,1,4,1,4,3,4,1,1,1,3,3,2,4,3,2,3,4,3,4,2,3,2,2,2,2,2
7694,1,84,15,3,2,1,3,2,2,1,1,1,2,1,1,3,1,2,3,1,1,3,1,1,2,1,1,2,2
7695,1,85,14,2,3,3,3,2,4,1,1,3,2,4,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2
7696,1,85,14,2,1,3,3,1,3,2,1,3,2,1,2,4,1,4,1,1,1,2,1,4,4,3,2,2,3
7697,1,85,14,1,2,2,2,4,3,1,1,2,1,2,1,2,1,2,2,3,2,1,1,2,1,1,2,1,1
7698,1,85,14,2,4,2,4,3,3,2,1,2,2,3,2,1,1,1,1,1,1,3,4,2,2,1,1,2,1
7699,1,84,15,4,4,2,3,4,3,2,1,2,2,2,4,1,1,3,2,2,3,2,1,2,3,1,1,1,1
7700,1,85,14,3,2,3,2,2,3,3,2,3,3,3,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2
7701,1,84,15,3,4,2,4,2,3,1,1,1,3,3,1,3,1,3,4,2,2,2,4,3,3,1,1,2,3
7702,1,85,14,4,4,4,4,4,4,3,2,2,1,3,3,1,3,2,3,3,3,4,2,1,3,2,1,3,2
7703,1,84,15,4,4,4,4,4,4,2,2,4,4,4,2,2,3,1,4,1,2,4,3,1,2,1,2,1,1
